Seed,Score,Negative_Jokers,Ace,2,3,4,5,6,7,8,9,Jack,Queen,King,10
MAIL1I2I,75,0,3,2,10,5,4,6,2,2,3,2,2,5,6
MAIL1I2R,75,0,5,5,3,1,4,2,2,10,1,7,2,5,5
MAIL1I3V,75,0,3,4,5,3,6,3,10,1,2,3,6,4,2
MAIL1I4N,75,0,2,5,7,2,2,10,4,1,2,2,3,10,2
MAIL1I5T,75,0,3,4,2,6,7,1,3,2,3,10,3,6,2
MAIL1I6U,75,0,4,4,2,6,5,6,2,5,3,10,1,2,2
MAIL1I8F,75,0,1,10,5,5,3,4,4,3,4,6,4,1,2
MAIL1I8Q,75,0,10,3,3,3,3,1,5,2,2,5,7,6,2
MAIL1I8V,75,0,1,3,2,4,3,3,6,3,10,4,5,3,5
MAIL1IAW,75,0,10,2,3,4,5,5,1,4,3,4,2,5,4
MAIL1IC8,75,0,3,6,3,4,4,10,1,3,2,7,5,3,1
MAIL1ID5,75,0,2,2,5,1,10,4,3,2,4,3,3,5,8
MAIL1IDD,75,0,2,5,3,3,4,2,5,5,1,3,5,10,4
MAIL1IDG,75,0,7,3,4,2,5,1,3,2,10,4,5,4,2
MAIL1IDV,75,0,7,4,10,4,3,5,2,3,1,3,4,4,2
MAIL1IEI,75,0,5,7,4,2,1,4,5,10,2,1,3,3,5
MAIL1IET,75,0,5,4,2,3,5,4,2,2,3,4,2,10,6
MAIL1IFA,75,0,4,2,7,5,1,5,1,4,8,1,2,10,2
MAIL1IH1,75,0,7,3,1,3,10,3,2,5,5,3,1,5,4
MAIL1IJ8,75,0,4,4,1,10,6,4,2,2,5,4,5,2,3
MAIL1IJG,75,0,2,5,4,5,11,3,4,4,2,4,0,3,5
MAIL1IJH,75,0,5,2,10,3,1,3,2,6,4,3,7,4,2
MAIL1IKA,75,0,5,10,3,4,6,2,3,3,3,3,3,5,2
MAIL1ILB,75,0,4,4,10,2,3,4,2,4,5,3,3,7,1
MAIL1IMZ,75,0,3,3,10,2,4,2,4,6,5,3,5,1,4
MAIL1IN4,75,0,4,6,2,2,3,4,10,2,6,2,2,3,6
MAIL1INF,75,0,6,4,1,2,4,2,3,5,2,10,7,4,2
MAIL1INN,75,0,6,3,7,2,6,10,2,2,1,2,4,4,3
MAIL1IOJ,75,0,4,1,10,2,5,3,5,3,3,4,6,4,2
MAIL1IQH,75,0,4,4,4,2,1,5,2,3,7,4,2,10,4
MAIL1IRE,75,0,3,1,2,3,5,4,5,5,2,4,10,4,4
MAIL1IRN,75,0,3,4,3,3,11,6,3,0,4,7,4,3,1
MAIL1ISD,75,0,2,3,3,4,3,8,10,1,4,2,7,4,1
MAIL1ITK,75,0,2,3,3,3,6,3,2,10,3,1,3,8,5
MAIL1ITZ,75,0,2,1,3,4,1,4,5,4,10,5,5,5,3
MAIL1IVC,75,0,4,3,3,4,5,4,2,10,4,1,5,1,6
MAIL1IVS,75,0,1,6,10,2,2,2,6,2,3,2,3,5,8
MAIL1IY4,75,0,4,10,3,4,2,3,3,3,2,5,1,2,10
MAIL1IYP,75,0,6,4,2,2,5,5,4,1,5,10,2,1,5
MAIL1IZ8,75,0,6,4,7,6,10,5,2,3,1,1,2,4,1
MAIL1IZC,75,0,2,10,3,4,2,4,3,2,6,5,4,5,2
MAIL1J2Z,75,0,6,10,2,5,3,4,2,4,3,4,3,2,4
MAIL1J57,75,0,3,5,5,4,4,1,0,3,6,4,4,11,2
MAIL1J5M,75,0,10,6,5,4,4,1,5,3,5,1,4,2,2
MAIL1J6N,75,0,4,10,1,3,5,4,6,4,2,2,5,4,2
MAIL1J71,75,0,4,3,10,5,2,3,7,1,4,4,3,3,3
MAIL1J7A,75,0,2,2,5,2,2,3,1,2,7,4,4,8,10
MAIL1J8J,75,0,5,4,4,4,10,2,2,5,7,1,2,2,4
MAIL1J8L,75,0,5,3,2,5,4,1,3,2,4,6,4,3,10
MAIL1JBD,75,0,2,4,6,2,5,2,1,2,3,6,10,4,5
MAIL1JC6,75,0,1,3,8,5,3,6,2,3,5,10,2,1,3
MAIL1JCF,75,0,5,3,3,1,5,4,1,3,1,10,5,5,6
MAIL1JCK,75,0,10,3,4,4,3,5,2,1,4,6,4,1,5
MAIL1JCW,75,0,1,4,2,7,10,3,3,2,6,2,8,1,3
MAIL1JEJ,75,0,3,2,2,3,3,2,3,3,7,5,6,3,10
MAIL1JES,75,0,3,0,2,2,3,4,5,3,4,4,5,11,6
MAIL1JFN,75,0,6,5,2,3,5,10,5,1,1,2,5,3,4
MAIL1JG6,75,0,10,3,4,2,3,4,8,3,2,4,5,1,3
MAIL1JGB,75,0,2,4,7,1,10,2,7,3,4,3,3,5,1
MAIL1JHX,75,0,3,2,2,3,5,3,2,2,10,6,7,2,5
MAIL1JIE,75,0,1,5,3,4,10,3,5,4,3,4,7,2,1
MAIL1JIT,75,0,2,5,7,4,2,10,3,3,3,4,2,3,4
MAIL1JJ7,75,0,3,3,4,2,5,10,7,4,1,3,2,3,5
MAIL1JJL,75,0,3,3,2,4,4,2,3,3,6,7,10,3,2
MAIL1JM7,75,0,3,2,10,2,1,2,3,3,5,7,2,6,6
MAIL1JNZ,75,0,1,3,3,3,6,2,2,2,10,3,2,10,5
MAIL1JOE,75,0,4,3,2,4,2,4,10,3,4,5,3,6,2
MAIL1JOF,75,0,4,1,4,5,5,1,4,1,6,2,4,5,10
MAIL1JOO,75,0,2,11,2,0,5,6,3,5,1,5,3,4,5
MAIL1JPR,75,0,5,3,4,10,1,4,2,2,3,5,3,6,4
MAIL1JR2,75,0,3,6,4,5,4,4,2,10,1,4,2,3,4
MAIL1JSK,75,0,3,4,2,5,3,8,6,1,1,10,2,5,2
MAIL1JSN,75,0,5,1,4,10,2,3,3,6,3,2,2,6,5
MAIL1JT7,75,0,2,5,1,1,4,2,4,4,4,4,4,10,7
MAIL1JUZ,75,0,5,4,0,3,2,6,4,11,4,4,2,4,3
MAIL1JV2,75,0,2,3,3,1,2,4,4,7,5,4,10,5,2
MAIL1JV9,75,0,4,4,2,3,6,3,4,3,5,3,10,3,2
MAIL1JWG,75,0,3,2,3,10,5,6,1,4,5,2,6,4,1
MAIL1JY8,75,0,5,5,2,10,2,1,5,1,7,3,1,4,6
MAIL1JZ6,75,0,7,2,10,1,2,3,3,5,5,1,1,4,8
MAIL1JZ7,75,0,2,3,6,3,6,2,11,3,6,3,4,3,0
MAIL1JZA,75,0,4,7,4,4,2,3,1,6,4,10,3,3,1
MAIL1JZG,75,0,5,3,1,2,3,5,4,3,6,4,3,3,10
MAIL1JZK,75,0,8,1,2,5,3,2,1,6,3,5,3,3,10
MAIL1K15,75,0,3,1,3,2,1,10,7,5,6,3,2,4,5
MAIL1K1H,75,0,1,4,4,4,6,1,2,2,4,5,10,4,5
MAIL1K1Q,75,0,10,2,5,2,2,4,1,3,5,3,6,5,4
MAIL1K1V,75,0,4,1,4,3,2,3,5,2,4,10,2,7,5
MAIL1K1Z,75,0,11,7,4,0,5,1,2,6,6,2,2,4,2
MAIL1K2U,75,0,5,4,1,2,2,2,3,5,4,10,6,4,4
MAIL1K3R,75,0,5,3,2,3,2,6,10,4,6,3,2,4,2
MAIL1K4A,75,0,1,2,7,4,4,10,2,3,5,2,5,3,4
MAIL1K4R,75,0,10,4,3,3,3,4,6,1,2,6,3,3,4
MAIL1K6I,75,0,10,2,3,4,2,2,4,5,3,4,4,6,3
MAIL1K76,75,0,3,5,2,2,5,4,3,10,7,2,2,5,2
MAIL1K7X,75,0,5,2,3,4,3,5,5,3,7,2,2,1,10
MAIL1K9C,75,0,4,2,4,3,1,2,2,5,6,4,4,5,10
MAIL1K9O,75,0,4,10,1,6,5,3,2,5,2,8,1,3,2
MAIL1KBS,75,0,2,2,2,4,10,3,3,4,5,3,7,5,2
MAIL1KCE,75,0,5,1,5,4,6,5,2,10,2,3,6,1,2
MAIL1KDW,75,0,5,6,4,4,1,10,5,1,1,4,4,3,4
MAIL1KDX,75,0,2,1,3,7,5,10,1,3,3,6,5,2,4
MAIL1KEF,75,0,7,0,4,4,11,5,3,2,2,5,1,4,4
MAIL1KEY,75,0,4,2,2,3,4,3,6,3,4,3,10,4,4
MAIL1KFZ,75,0,2,5,4,2,10,4,8,1,4,4,4,2,2
MAIL1KHS,75,0,5,5,2,2,3,1,11,5,3,0,7,6,2
MAIL1KI8,75,0,4,5,1,7,4,2,4,10,1,2,3,5,4
MAIL1KIS,75,0,5,1,4,1,5,2,5,6,10,5,1,2,5
MAIL1KJF,75,0,7,4,2,2,10,1,1,5,7,4,2,3,4
MAIL1KK7,75,0,5,3,3,1,7,5,8,1,3,10,2,2,2
MAIL1KKE,75,0,3,10,4,2,7,4,3,2,2,5,3,4,3
MAIL1KKU,75,0,2,4,10,5,5,2,4,5,1,5,3,2,4
MAIL1KLZ,75,0,1,10,2,3,7,2,4,10,4,3,2,3,1
MAIL1KMM,75,0,5,3,5,3,2,3,11,2,3,1,7,7,0
MAIL1KMU,75,0,6,4,5,4,3,4,1,4,1,3,3,4,10
MAIL1KND,75,0,2,2,4,5,6,2,4,10,3,3,5,5,1
MAIL1KNS,75,0,3,3,4,5,7,2,4,10,4,2,3,2,3
MAIL1KNV,75,0,6,3,5,2,10,2,5,5,3,3,4,2,2
MAIL1KPN,75,0,1,6,6,3,3,3,10,4,5,5,2,2,2
MAIL1KR5,75,0,4,6,2,5,3,2,10,2,4,2,5,5,2
MAIL1KRS,75,0,4,3,3,5,4,6,3,3,4,4,1,2,10
MAIL1KS5,75,0,10,7,4,3,1,5,5,1,5,3,5,1,2
MAIL1KSS,75,0,3,7,5,3,3,3,5,2,2,2,3,10,4
MAIL1KSU,75,0,2,6,1,10,4,5,2,7,1,2,2,4,6
MAIL1KT4,75,0,7,3,8,10,4,6,1,2,1,2,2,5,1
MAIL1KUK,75,0,5,5,3,5,1,1,11,5,4,5,3,4,0
MAIL1KW4,75,0,2,2,3,3,5,4,5,7,3,4,10,1,3
MAIL1KWA,75,0,7,4,5,4,4,2,3,3,4,10,1,2,3
MAIL1KWF,75,0,5,1,5,5,3,5,1,5,3,4,0,11,4
MAIL1KWZ,75,0,7,4,3,2,2,10,4,4,1,3,5,4,3
MAIL1KXP,75,0,4,1,5,1,4,3,4,6,4,5,3,10,2
MAIL1KY4,75,0,5,3,4,4,4,1,4,3,3,5,4,2,10
MAIL1KYF,75,0,10,3,3,6,3,3,1,5,5,2,5,1,5
MAIL1KYL,75,0,4,4,4,5,2,0,4,12,4,6,0,4,3
MAIL1L18,75,0,4,1,3,2,4,6,5,2,3,10,4,5,3
MAIL1L1D,75,0,5,5,7,1,2,10,5,1,1,1,4,2,8
MAIL1L1J,75,0,3,1,5,2,4,5,1,4,4,3,5,5,10
MAIL1L1M,75,0,3,0,2,3,4,2,5,2,4,11,3,4,9
MAIL1L1Y,75,0,2,8,1,3,3,3,4,1,5,10,2,5,5
MAIL1L2L,75,0,2,2,3,10,5,4,4,1,1,10,4,4,2
MAIL1L2T,75,0,2,1,6,10,6,5,2,3,5,5,1,3,3
MAIL1L34,75,0,3,4,7,1,2,4,10,5,3,4,1,5,3
MAIL1L3C,75,0,3,2,6,3,2,10,8,2,6,2,3,4,1
MAIL1L3D,75,0,6,1,1,6,4,4,5,3,3,2,2,5,10
MAIL1L3X,75,0,1,3,3,4,10,7,5,6,2,3,2,2,4
MAIL1L4K,75,0,10,3,6,3,8,3,4,2,2,3,3,2,3
MAIL1L4O,75,0,3,2,1,6,4,2,4,6,3,3,4,10,4
MAIL1L4R,75,0,5,4,5,2,4,4,2,10,2,7,2,4,1
MAIL1L59,75,0,10,4,3,1,2,4,8,2,2,4,4,3,5
MAIL1L5J,75,0,3,6,3,4,3,0,4,4,4,11,3,3,4
MAIL1L5Z,75,0,4,6,9,1,3,3,1,2,4,1,5,10,3
MAIL1L6M,75,0,2,3,2,4,3,5,8,4,2,11,5,0,3
MAIL1L7P,75,0,3,6,10,3,4,4,1,3,5,3,2,5,3
MAIL1LCC,75,0,1,3,4,6,0,4,3,2,3,3,10,2,11
MAIL1LD6,75,0,4,7,3,4,2,3,1,4,2,8,10,3,1
MAIL1LDL,75,0,6,3,4,3,4,5,4,3,2,4,3,10,1
MAIL1LEG,75,0,4,5,5,2,3,2,2,4,5,3,6,10,1
MAIL1LGZ,75,0,10,5,5,1,3,2,5,6,2,2,5,4,2
MAIL1LIR,75,0,4,10,3,2,5,3,2,3,3,6,3,5,3
MAIL1LJS,75,0,4,3,6,3,1,4,7,10,3,2,1,3,5
MAIL1LK6,75,0,8,3,4,10,6,6,3,1,2,1,3,2,3
MAIL1LKI,75,0,4,3,5,2,1,3,6,4,10,4,2,4,4
MAIL1LKR,75,0,2,8,4,2,3,5,6,2,4,3,2,1,10
MAIL1LKX,75,0,7,4,4,1,2,6,3,4,5,2,2,10,2
MAIL1LLD,75,0,3,0,11,2,3,2,3,10,3,2,2,4,7
MAIL1LM9,75,0,6,3,5,5,1,4,3,5,3,2,10,1,4
MAIL1LMU,75,0,3,6,2,3,2,4,10,3,8,4,2,4,1
MAIL1LN2,75,0,4,5,5,3,3,3,5,1,1,4,7,1,10
MAIL1LO5,75,0,6,3,3,2,4,10,4,4,4,4,2,1,5
MAIL1LOF,75,0,6,2,5,10,6,3,2,3,3,3,2,4,3
MAIL1LP2,75,0,10,4,3,2,4,2,4,5,1,3,9,1,4
MAIL1LP8,75,0,3,1,4,4,6,5,3,3,3,6,10,3,1
MAIL1LQ9,75,0,3,2,5,5,3,10,5,3,5,2,4,1,4
MAIL1LQX,75,0,5,2,2,4,3,5,2,3,2,5,2,10,7
MAIL1LRO,75,0,3,5,4,4,2,6,1,3,4,2,10,4,4
MAIL1LSO,75,0,5,8,4,3,10,2,2,6,2,3,2,1,4
MAIL1LSP,75,0,6,1,4,3,2,3,3,4,3,4,10,4,5
MAIL1LTC,75,0,4,4,1,8,4,10,5,2,2,2,3,4,3
MAIL1LTF,75,0,1,3,5,3,4,8,4,3,10,3,4,2,2
MAIL1LUE,75,0,2,3,10,1,4,1,7,5,2,3,4,9,1
MAIL1LUN,75,0,4,3,0,11,5,3,2,3,2,6,7,2,4
MAIL1LVR,75,0,2,10,1,2,3,7,4,3,3,3,5,5,4
MAIL1LWP,75,0,4,4,1,4,10,3,1,2,6,5,1,7,4
MAIL1LX9,75,0,2,3,5,3,3,5,10,4,4,1,2,6,4
MAIL1LXF,75,0,2,7,3,6,4,3,7,0,1,3,11,2,3
MAIL1LY4,75,0,10,3,2,6,4,3,2,5,3,2,4,5,3
MAIL1LYX,75,0,3,6,4,7,5,1,3,3,2,3,2,10,3
MAIL1M1A,75,0,1,9,6,3,2,3,10,4,3,4,4,2,1
MAIL1M2F,75,0,4,3,10,5,1,2,4,4,5,4,3,4,3
MAIL1M2M,75,0,4,3,0,2,4,4,1,2,3,11,5,7,6
MAIL1M4J,75,0,5,1,5,10,2,5,4,2,3,2,6,5,2
MAIL1M5F,75,0,3,5,2,1,3,5,6,5,10,4,3,3,2
MAIL1M6A,75,0,3,4,10,1,1,8,1,9,4,4,4,1,2
MAIL1M6U,75,0,5,4,3,4,1,3,3,5,2,6,5,1,10
MAIL1M74,75,0,3,2,1,10,4,7,6,4,2,4,5,2,2
MAIL1M7Z,75,0,6,4,6,1,2,4,3,4,2,2,3,5,10
MAIL1M8H,75,0,3,3,3,4,1,4,2,5,10,4,6,4,3
MAIL1M9G,75,0,2,10,5,2,6,3,4,3,3,2,4,6,2
MAIL1M9N,75,0,3,4,9,3,4,6,2,1,2,3,2,10,3
MAIL1MA8,75,0,1,1,1,3,4,3,6,4,6,2,10,6,5
MAIL1MAP,75,0,3,4,6,3,1,3,2,10,5,6,3,3,3
MAIL1MBH,75,0,5,3,10,3,1,2,5,6,5,1,2,4,5
MAIL1MBJ,75,0,3,4,2,2,10,3,6,2,2,5,3,7,3
MAIL1MC3,75,0,4,10,4,1,2,4,4,2,4,5,8,2,2
MAIL1MC5,75,0,2,1,2,4,5,8,5,2,4,5,2,2,10
MAIL1MDB,75,0,1,8,3,3,2,10,7,3,5,2,1,2,5
MAIL1MDJ,75,0,2,6,2,5,5,1,10,3,3,4,5,2,4
MAIL1MEL,75,0,4,4,1,2,10,4,3,3,4,4,3,5,5
MAIL1MEP,75,0,4,5,3,6,2,3,2,5,1,4,11,6,0
MAIL1MEQ,75,0,4,1,4,5,2,6,3,3,10,4,4,3,3
MAIL1MEV,75,0,1,10,2,4,4,5,3,5,4,5,4,4,1
MAIL1MFV,75,0,10,4,3,1,5,2,2,4,1,4,6,4,6
MAIL1MGU,75,0,5,4,10,3,3,3,2,2,3,2,6,2,7
MAIL1MHA,75,0,1,6,3,5,4,3,10,2,4,3,6,4,1
MAIL1MHH,75,0,5,10,5,4,3,1,1,6,4,3,3,2,5
MAIL1MIV,75,0,3,0,11,5,3,2,2,4,3,4,4,5,6
MAIL1MK4,75,0,6,11,6,5,3,1,3,5,4,4,0,2,2
MAIL1MKZ,75,0,6,4,2,4,4,2,4,10,4,3,2,3,4
MAIL1MLT,75,0,5,4,7,6,1,2,1,2,2,10,4,3,5
MAIL1MLU,75,0,3,5,4,4,2,10,3,8,4,4,1,3,1
MAIL1MMU,75,0,3,4,3,3,4,10,1,5,5,4,3,3,4
MAIL1MN1,75,0,5,6,6,4,2,2,3,5,1,5,10,1,2
MAIL1MNJ,75,0,2,2,3,6,3,9,8,1,2,1,10,3,2
MAIL1MNV,75,0,10,5,4,1,3,5,3,5,4,5,2,3,2
MAIL1MOJ,75,0,3,7,10,3,2,2,2,6,4,5,2,4,2
MAIL1MOU,75,0,2,3,3,4,3,6,1,3,3,4,10,4,6
MAIL1MPW,75,0,5,2,3,6,6,3,1,10,2,4,3,2,5
MAIL1MQ3,75,0,4,10,4,4,5,5,3,3,2,4,2,4,2
MAIL1MQ7,75,0,4,2,3,3,3,4,3,2,5,7,4,2,10
MAIL1MQC,75,0,2,6,7,1,4,3,4,3,10,2,3,3,4
MAIL1MQE,75,0,5,4,2,1,4,9,2,3,10,6,1,2,3
MAIL1MR7,75,0,3,5,3,10,8,2,3,2,5,4,3,2,2
MAIL1MRU,75,0,2,5,10,2,5,4,4,1,4,3,4,4,4
MAIL1MSG,75,0,4,4,3,5,1,5,5,4,3,10,3,1,4
MAIL1MSH,75,0,10,4,5,5,1,3,1,5,4,1,4,5,4
MAIL1MSX,75,0,2,10,5,6,3,3,4,4,5,1,3,2,4
MAIL1MT5,75,0,10,3,2,3,3,6,3,4,5,3,3,3,4
MAIL1MTJ,75,0,3,1,1,5,1,10,2,10,4,4,6,4,1
MAIL1MUC,75,0,4,1,4,2,3,4,7,4,2,10,5,1,5
MAIL1MUE,75,0,5,6,2,2,1,3,3,5,5,5,3,10,2
MAIL1MUW,75,0,3,2,3,5,2,3,4,9,1,3,4,10,3
MAIL1MVF,75,0,6,6,3,4,2,2,1,3,10,3,4,2,6
MAIL1MVQ,75,0,5,4,3,5,1,3,2,5,3,3,4,4,10
MAIL1MWS,75,0,4,10,3,2,5,6,3,4,2,4,2,4,3
MAIL1MXA,75,0,3,4,3,1,5,6,1,5,5,2,3,10,4
MAIL1MYU,75,0,4,4,2,4,5,10,2,2,8,2,6,1,2
MAIL1MZG,75,0,1,10,4,3,5,4,3,4,4,3,1,7,3
MAIL1MZL,75,0,4,6,6,4,5,2,2,2,2,3,10,1,5
MAIL1N1M,75,0,1,4,10,2,2,3,5,4,4,4,4,6,3
MAIL1N2V,75,0,2,3,1,3,10,6,2,5,2,4,6,3,5
MAIL1N3K,75,0,5,1,10,4,7,2,2,3,5,2,5,2,4
MAIL1N3M,75,0,3,4,4,3,1,2,10,4,3,4,3,6,5
MAIL1N57,75,0,0,2,11,5,3,5,4,6,2,4,3,6,1
MAIL1N5Q,75,0,2,3,6,2,2,4,6,5,3,1,3,5,10
MAIL1N7A,75,0,4,1,6,3,4,4,3,2,2,3,6,10,4
MAIL1N7G,75,0,3,7,3,2,2,4,10,1,2,6,6,5,1
MAIL1N85,75,0,4,10,4,2,2,5,2,3,5,3,2,7,3
MAIL1N89,75,0,3,2,10,2,3,4,4,4,7,5,6,1,1
MAIL1N9C,75,0,4,3,4,3,2,4,10,5,3,6,1,5,2
MAIL1N9J,75,0,5,6,5,10,4,4,1,1,3,3,5,2,3
MAIL1NAC,75,0,5,3,10,6,1,7,4,5,1,2,4,2,2
MAIL1NAG,75,0,10,4,3,1,5,4,4,6,2,3,3,5,2
MAIL1NCD,75,0,2,2,2,11,8,2,3,5,0,7,1,2,7
MAIL1NCI,75,0,2,6,4,3,3,3,5,2,2,10,4,6,2
MAIL1NF2,75,0,4,10,4,4,2,1,3,2,6,2,5,7,2
MAIL1NFH,75,0,10,3,2,3,3,5,5,4,6,3,1,4,3
MAIL1NG2,75,0,3,5,5,1,4,3,5,4,5,10,4,1,2
MAIL1NH7,75,0,4,5,3,3,4,3,2,3,7,3,10,1,4
MAIL1NI1,75,0,2,3,3,6,2,5,1,0,11,6,5,3,5
MAIL1NI7,75,0,3,2,6,4,4,7,5,10,1,2,3,1,4
MAIL1NJR,75,0,2,7,4,2,11,0,5,2,1,5,3,4,6
MAIL1NK4,75,0,2,5,1,5,4,10,3,6,1,3,5,4,3
MAIL1NKW,75,0,5,10,3,1,5,4,2,3,4,2,4,1,8
MAIL1NM6,75,0,5,0,5,4,4,4,11,4,6,3,2,2,2
MAIL1NMU,75,0,3,4,4,1,6,2,3,5,1,6,3,4,10
MAIL1NN7,75,0,10,1,4,1,4,3,5,5,6,1,6,3,3
MAIL1NON,75,0,3,3,4,5,4,3,6,2,4,3,3,2,10
MAIL1NP9,75,0,3,1,3,10,5,3,3,5,2,5,4,2,6
MAIL1NQW,75,0,2,2,3,3,3,6,3,3,5,2,5,10,5
MAIL1NSB,75,0,2,4,3,2,10,5,5,1,4,6,3,4,3
MAIL1NTA,75,0,4,2,4,4,4,1,10,3,2,6,4,6,2
MAIL1NTG,75,0,5,3,4,10,2,1,4,3,7,5,3,3,2
MAIL1NTJ,75,0,4,1,2,3,5,10,3,2,7,4,2,3,6
MAIL1NTQ,75,0,2,3,6,1,4,6,10,4,3,3,2,4,4
MAIL1NV5,75,0,6,3,5,10,4,5,4,1,1,1,1,8,3
MAIL1NVQ,75,0,5,6,5,4,2,1,2,4,2,3,10,2,6
MAIL1NX4,75,0,7,3,2,3,5,4,2,6,10,1,4,2,3
MAIL1NXX,75,0,5,3,7,3,6,1,5,11,3,4,3,0,1
MAIL1NYQ,75,0,4,3,3,10,5,4,2,7,2,1,3,3,5
MAIL1NYT,75,0,4,4,2,8,1,5,4,1,2,6,10,4,1
MAIL1NZ3,75,0,5,4,1,2,5,1,4,3,2,10,7,4,4
MAIL1NZ6,75,0,10,2,2,4,2,3,4,5,2,8,4,4,2
MAIL1NZC,75,0,5,3,3,6,5,1,3,5,10,3,5,2,1
MAIL1O2D,75,0,3,5,3,3,5,3,3,2,10,6,2,2,5
MAIL1O2L,75,0,10,6,3,3,6,3,2,2,2,6,1,7,1
MAIL1O3X,75,0,2,4,2,6,5,2,10,5,4,3,2,3,4
MAIL1O4K,75,0,3,8,5,5,1,2,2,11,3,3,4,0,5
MAIL1O57,75,0,3,3,5,9,10,3,3,3,2,3,1,1,6
MAIL1O5X,75,0,3,5,6,2,4,10,2,1,7,2,3,3,4
MAIL1O71,75,0,4,2,5,6,3,1,3,3,3,5,10,4,3
MAIL1O77,75,0,4,5,1,5,4,1,4,2,3,5,5,10,3
MAIL1O7I,75,0,10,2,2,5,3,5,3,5,2,4,4,3,4
MAIL1O81,75,0,4,1,4,3,10,6,2,2,4,3,2,3,8
MAIL1O82,75,0,2,7,10,3,6,3,1,6,1,4,3,2,4
MAIL1O8M,75,0,1,4,2,4,5,3,2,3,3,7,4,10,4
MAIL1O91,75,0,7,4,3,10,2,8,1,2,2,3,4,2,4
MAIL1O9U,75,0,5,4,6,3,5,3,3,1,2,1,10,4,5
MAIL1OAM,75,0,5,4,4,4,5,6,3,3,10,2,1,2,3
MAIL1OAO,75,0,3,4,4,10,4,3,4,5,4,1,3,3,4
MAIL1OB3,75,0,3,3,1,8,4,5,10,2,3,2,5,2,4
MAIL1OBI,75,0,3,4,4,4,2,6,2,6,2,10,3,4,2
MAIL1OC8,75,0,3,3,4,3,3,5,3,7,4,2,10,4,1
MAIL1OD7,75,0,5,1,5,6,7,2,1,1,2,5,4,3,10
MAIL1ODF,75,0,1,5,4,2,3,6,3,10,9,1,4,3,1
MAIL1OEK,75,0,3,1,5,4,7,2,10,2,7,4,2,2,3
MAIL1OFM,75,0,2,4,4,3,2,6,10,1,2,6,2,5,5
MAIL1OGZ,75,0,8,2,2,4,5,3,1,3,10,3,3,3,5
MAIL1OH1,75,0,6,2,2,2,3,3,2,4,10,2,7,6,3
MAIL1OH4,75,0,4,10,2,6,5,3,3,1,1,1,5,5,6
MAIL1OHG,75,0,1,5,3,3,2,2,5,9,3,10,2,4,3
MAIL1OHQ,75,0,1,2,3,3,10,5,5,6,3,2,6,3,3
MAIL1OHV,75,0,5,4,3,10,2,2,4,7,5,3,2,3,2
MAIL1OIK,75,0,3,3,6,2,4,2,2,2,10,5,8,2,3
MAIL1OIQ,75,0,3,2,1,4,7,3,3,4,3,5,5,10,2
MAIL1OK2,75,0,5,4,3,2,5,4,5,2,3,3,3,3,10
MAIL1OL6,75,0,2,4,4,10,2,2,5,6,3,2,5,3,4
MAIL1OLK,75,0,6,11,5,1,3,8,3,4,2,5,3,0,1
MAIL1OMG,75,0,3,6,3,4,2,10,1,6,4,5,3,2,3
MAIL1OMT,75,0,4,1,3,2,9,2,10,4,4,4,1,4,4
MAIL1ONL,75,0,4,5,6,6,2,3,2,10,1,7,1,2,3
MAIL1OQ4,75,0,3,1,10,5,4,6,2,3,4,4,5,2,3
MAIL1OQ9,75,0,3,5,4,2,3,2,5,10,2,7,4,3,2
MAIL1OQJ,75,0,5,3,2,1,4,2,4,4,2,10,7,4,4
MAIL1OQV,75,0,5,4,2,4,7,1,4,6,2,4,10,1,2
MAIL1OR3,75,0,5,10,5,3,3,2,4,4,2,6,1,6,1
MAIL1OR8,75,0,4,3,4,3,11,5,5,4,3,3,3,4,0
MAIL1ORV,75,0,4,4,1,2,3,2,5,6,3,5,5,10,2
MAIL1OTT,75,0,3,11,3,1,1,4,0,7,8,5,2,4,3
MAIL1OU3,75,0,7,4,4,4,4,2,3,2,4,4,2,10,2
MAIL1OUF,75,0,1,2,7,1,1,4,2,3,6,7,10,5,3
MAIL1OVL,75,0,10,3,3,3,5,4,6,5,1,2,4,1,5
MAIL1OW2,75,0,3,2,6,2,2,10,3,5,5,3,4,2,5
MAIL1OWK,75,0,10,4,6,4,2,4,3,7,2,1,2,3,4
MAIL1OX5,75,0,4,10,3,4,4,5,2,6,3,1,6,2,2
MAIL1OXH,75,0,3,3,5,4,2,10,5,3,6,2,2,3,4
MAIL1OY3,75,0,3,2,4,5,3,3,1,2,8,10,3,5,3
MAIL1OZ3,75,0,6,3,4,3,11,1,5,5,0,1,7,1,5
MAIL1P1M,75,0,2,3,10,1,5,7,5,6,3,1,3,5,1
MAIL1P2O,75,0,1,5,4,9,2,1,4,3,10,2,1,4,6
MAIL1P2X,75,0,1,4,4,5,3,4,3,4,10,4,1,7,2
MAIL1P2Y,75,0,4,4,1,5,5,2,3,11,4,0,6,3,4
MAIL1P4F,75,0,4,3,4,0,2,5,5,3,7,4,3,11,1
MAIL1P56,75,0,5,1,7,6,4,3,1,2,5,10,3,3,2
MAIL1P5T,75,0,3,6,3,11,6,1,0,3,5,4,3,5,2
MAIL1P7E,75,0,6,1,10,8,5,4,3,2,2,5,2,1,3
MAIL1PCZ,75,0,2,0,5,1,5,2,11,1,5,9,2,4,5
MAIL1PD8,75,0,5,10,2,3,7,2,6,2,2,4,1,3,5
