Seed,Score,Natural Negative Jokers,Natural Negative Jokers Desired,Turtle Bean,Joker Stencil,Negative_Joker Stencil,Oops All 6s,Negative_Oops All 6s
JOKEAVEE,13,0,5,0,1,1,0,2
JOKEDVRV,13,0,4,0,1,3,0,1
JOKEE681,13,1,4,0,1,1,0,2
JOKEOXNR,13,1,3,0,0,3,1,1
JOKERMFG,13,0,4,0,1,2,0,2
JOKERX3P,13,2,3,0,2,1,0,1
JOKEVOP7,13,0,4,0,2,2,0,1
JOKEYNWO,13,2,3,0,0,1,0,2
KEKS23TM,13,1,3,0,1,1,0,1
KEKS4BLX,13,1,4,0,4,0,0,1
KEKS6XLQ,13,0,4,0,2,1,0,2
KEKSB8ZN,13,0,5,0,1,1,0,2
KEKSI2WO,13,2,3,0,1,2,0,1
KEKSKDMW,13,0,5,0,1,1,0,2
KEKSQNEQ,13,2,4,0,1,1,0,1
KEKSSPAU,13,1,4,0,1,2,0,1
KEKSSUKQ,13,1,3,0,1,1,0,1
KEKSTZ4,13,0,3,0,1,3,0,2
KEKSVI2N,13,1,4,0,1,2,0,1
KEKSZ8SH,13,1,4,0,4,1,0,0
KEKSZGGJ,13,1,4,0,2,1,0,1
LMAO16IB,13,0,4,0,2,2,0,1
LMAO1YSV,13,2,3,0,2,1,0,1
LMAO32EU,13,1,3,0,1,1,1,1
LMAO3K7O,13,1,4,0,1,2,0,1
LMAO3XCZ,13,2,3,0,0,1,0,2
LMAO4P87,13,2,4,0,0,2,0,2
LMAO68XV,13,1,4,0,1,2,0,1
LMAO94VP,13,2,3,0,1,2,0,1
LMAOCFKJ,13,1,4,0,1,2,0,1
LMAOMV2Q,13,1,5,0,2,0,0,2
LMAONKCG,13,0,5,0,2,1,0,1
LMAONRT5,13,1,3,0,1,1,0,1
LMAOOJIC,13,1,4,0,2,1,0,1
LMAOSNO6,13,1,4,0,1,2,0,1
LMAOY3TE,13,2,4,0,3,1,0,0
LMAOZ8AN,13,2,3,0,0,2,1,1
LULZ4Y8A,13,2,3,0,1,1,0,2
LULZ72E8,13,0,5,0,1,2,0,1
LULZA14Y,13,1,4,0,2,1,0,1
LULZJ9TZ,13,1,4,0,2,1,0,1
LULZXUMP,13,1,4,0,1,1,0,2
LULZZ7K2,13,1,4,0,2,1,0,1
MEME8YYB,13,1,4,0,1,1,0,2
MEMEBLJ2,13,1,4,0,2,0,0,3
MEMEBZW8,13,1,3,0,1,1,0,1
MEMEL36,13,1,4,0,1,1,0,2
MEMELR5Z,13,0,4,0,2,1,0,2
MEMEN3NC,13,0,4,0,3,1,0,1
MEMEQ9R8,13,1,4,0,2,1,0,1
MEMEZM4C,13,0,5,0,1,2,0,1
MOLD1NFX,13,1,4,0,1,2,0,1
MOLDET5Q,13,1,3,0,1,1,1,1
MOLDJJ7W,13,0,4,0,3,1,0,1
MOLDLFSM,13,2,4,0,3,0,0,1
MOLDUY7L,13,1,4,0,1,2,0,1
NOOB6ZKP,13,0,3,0,1,3,0,2
NOOBDWBA,13,1,3,0,1,1,1,1
NOOBIX1N,13,0,3,0,1,4,0,1
NOOBMDME,13,1,3,0,1,1,0,1
NOOBR24M,13,0,4,0,1,1,0,3
PLEB4CY8,13,4,3,0,1,2,0,0
PLEB7RN6,13,0,4,0,3,1,0,1
PLEBDO1D,13,0,5,0,1,2,0,1
PLEBQEQJ,13,1,3,0,3,1,0,1
PLEBVA1G,13,3,3,0,1,1,0,1
PLEBVLP7,13,1,4,0,2,1,0,1
PLEBWKK9,13,0,4,0,2,2,0,1
POOP29RN,13,0,4,0,3,1,0,1
POOP4O32,13,1,4,0,1,1,0,2
POOP67G5,13,1,4,0,1,1,0,2
POOP79NI,13,0,3,0,1,3,0,2
POOP8E57,13,0,4,0,2,1,0,2
POOPDV64,13,0,4,0,0,4,0,2
POOPLABC,13,2,4,0,2,0,0,2
POOPR6UV,13,0,5,0,1,2,0,1
POOPZZMP,13,0,4,0,2,2,0,1
REKT14GS,13,1,4,0,0,4,0,1
REKT4JZD,13,0,4,0,2,2,0,1
REKT6QYA,13,0,3,0,1,3,0,2
REKT98D5,13,0,5,0,1,1,0,2
REKTASNR,13,1,4,0,2,1,0,1
REKTH6YP,13,0,4,0,2,1,0,2
REKTLYND,13,1,3,0,1,1,0,1
REKTUR94,13,1,4,0,1,1,0,2
REKTZ9CA,13,0,4,0,2,1,0,2
ROFLAFXP,13,1,4,0,1,2,0,1
ROFLD3E7,13,0,5,0,2,1,0,1
ROFLDM2H,13,0,5,0,0,3,0,2
ROFLKI84,13,1,4,0,0,3,0,2
ROFLKYB,13,0,4,0,1,2,0,2
ROFLPLI3,13,0,4,0,1,1,0,3
ROFLZ6YC,13,1,4,0,2,1,0,1
SCUM44O7,13,0,5,0,1,2,0,1
SCUM6QWT,13,1,4,0,2,0,0,3
SCUM8IFZ,13,1,4,0,1,1,0,2
SCUM9MZW,13,1,4,0,0,1,0,4
SCUMA4VZ,13,2,4,0,1,1,1,0
SCUMHIEL,13,1,4,0,1,1,0,2
SCUMO94G,13,2,3,0,1,2,0,1
SCUMPVLL,13,1,4,0,2,1,0,1
SCUMRAR7,13,2,4,0,0,3,0,1
SCUMUS6X,13,1,3,0,1,1,1,1
SCUMVGTK,13,0,5,0,1,2,0,1
SEXY1SUK,13,0,5,0,2,3,0,0
SEXY34VX,13,1,4,0,2,1,0,1
SEXY626G,13,2,4,0,0,2,0,2
SEXY797T,13,0,4,0,2,2,0,1
SEXY9BO4,13,2,4,0,1,0,0,3
SEXYJCAD,13,0,4,0,2,1,0,2
SEXYLSIC,13,0,4,0,1,2,0,2
SEXYNK63,13,0,4,0,1,1,0,3
SEXYZGYV,13,1,4,0,2,1,0,1
SHOT2WWO,13,0,4,0,1,1,0,3
SHOT3PXM,13,1,4,0,1,2,0,1
SHOT5VBK,13,0,4,0,2,2,0,1
SHOTABHH,13,0,4,0,2,2,0,1
SHOTF3SC,13,2,3,0,1,2,0,1
SHOTGM4E,13,1,4,0,1,2,0,1
SHOTGX4A,13,1,4,0,1,1,0,2
SHOTHFGO,13,2,3,0,1,2,0,1
SHOTPFK7,13,2,2,0,2,2,0,1
SHOTRHL1,13,2,3,0,1,2,1,0
SHOTYC74,13,1,4,0,1,1,0,2
SHOTZQXY,13,0,5,0,2,0,0,3
SICK1G3C,13,0,4,0,2,2,0,1
SICK4NZQ,13,1,4,0,0,3,0,2
SICK5L6L,13,1,3,0,0,1,0,3
SICK5OA3,13,1,3,0,3,0,0,3
SICK62JI,13,1,4,0,1,1,0,2
SICK9ADV,13,0,4,0,1,3,0,1
SICK9G3B,13,0,4,0,1,3,0,1
SICKITVS,13,0,4,0,2,1,0,2
SICKNJ82,13,1,4,0,1,1,0,2
SICKWH5R,13,1,3,0,2,2,0,1
SICKZJLU,13,0,4,0,1,1,0,3
SNOT1BAF,13,2,3,0,1,1,0,2
SNOT2XLJ,13,1,4,0,1,1,0,2
SNOT512,13,0,4,0,3,1,0,1
SNOT9RJW,13,2,4,0,0,3,0,1
SNOTCVSH,13,0,4,0,2,1,0,2
SNOTI7FU,13,2,3,0,1,1,0,2
SNOTJOZK,13,0,4,0,2,1,0,2
SNOTKOW5,13,0,4,0,3,1,0,1
SNOTQ6BT,13,0,4,0,3,1,0,1
SNOTRL2S,13,0,5,0,1,1,0,2
SUCK4N4U,13,0,4,0,1,3,0,1
SUCK8YRL,13,1,4,0,2,1,0,1
SUCKGRCH,13,0,4,0,1,2,0,2
SUCKIY1C,13,1,4,0,2,1,0,1
SWAG6IBQ,13,1,5,0,1,3,0,0
SWAG8GI,13,1,3,0,1,1,0,1
SWAGCR3P,13,1,3,0,1,2,0,2
SWAGEQ5A,13,1,4,0,2,1,0,1
SWAGKSJG,13,1,4,0,1,2,0,1
SWAGL6TL,13,2,3,0,2,1,0,1
SWAGLR9C,13,1,4,0,2,1,0,1
SWAGNIZZ,13,0,5,0,2,3,0,0
SWAGVSJD,13,1,3,0,0,2,1,2
SWAGZ57S,13,1,4,0,2,1,0,1
WEED5TBL,13,1,4,0,1,1,0,2
WEED8L77,13,1,4,0,2,1,0,1
WEEDHDXY,13,0,4,0,1,2,0,2
WEEDIRZG,13,0,5,0,2,0,0,3
WEEDKQ9M,13,1,4,0,1,2,0,1
WEEDNVZ2,13,0,5,0,1,1,0,2
WEEDOXB6,13,2,4,0,1,0,0,3
WEEDPG2D,13,1,4,0,1,2,0,1
WEEDQG5N,13,4,3,0,1,2,0,0
WEEDTXSL,13,4,3,0,0,1,0,2
WEEDWPN7,13,2,4,0,2,2,0,0
WEEDYWF6,13,2,3,0,1,2,0,1
WEEDYYV5,13,0,4,0,2,1,0,2
WINE26I6,13,2,3,0,2,1,0,1
WINE4TUT,13,0,5,0,2,1,0,1
WINE6OBY,13,2,3,0,1,2,1,0
WINE8CVD,13,1,4,0,1,2,0,1
WINEG23U,13,1,4,0,1,1,0,2
WINEG999,13,1,4,0,1,1,0,2
WINEI9BU,13,3,4,0,0,2,0,1
WINENMHN,13,0,5,0,1,1,0,2
WINENO3M,13,0,5,0,1,1,0,2
WINERHUZ,13,1,3,0,1,1,0,1
WINERRQ4,13,1,4,0,1,1,0,2
WINEUH29,13,0,5,0,2,1,0,1
WINEUQIM,13,0,5,0,3,2,0,0
YOLO2QJY,13,1,3,0,2,2,0,1
YOLO64QL,13,1,2,0,2,2,0,2
YOLO7OUR,13,1,4,0,2,1,0,1
YOLODP4P,13,0,5,0,4,0,0,1
YOLOGYW1,13,1,4,0,1,1,0,2
YOLOIO23,13,1,4,0,1,1,0,2
YOLOJG67,13,0,4,0,2,2,0,1
YOLOVAF8,13,2,4,0,1,0,0,3
YOLOXOX3,13,1,5,0,3,0,0,1
YUCK684N,13,1,4,0,2,1,0,1
YUCKAQS5,13,1,4,0,2,1,0,1
YUCKF8UK,13,1,4,0,2,1,0,1
YUCKFWS7,13,1,4,0,1,2,0,1
YUCKFYPI,13,1,4,0,1,1,0,2
YUCKJYKI,13,1,4,0,1,1,0,2
YUCKLUJ4,13,2,4,0,0,3,0,1
YUCKSFMO,13,1,3,0,2,1,0,2
1BUTT4GR,12,0,3,0,1,3,0,1
1DERPHZX,12,3,3,0,1,2,0,0
1DOPE177,12,2,3,0,1,1,0,1
1FAIL83T,12,2,3,0,1,1,0,1
1FARTZ2S,12,0,3,0,1,3,0,1
1GUNK59U,12,0,3,0,3,1,0,1
1GUNKTCI,12,0,4,0,1,2,0,1
1HIGHBHI,12,1,3,0,0,1,0,2
1JOKEFZC,12,1,4,0,2,0,0,2
1JOKEKG5,12,2,3,0,1,1,0,1
1JOKEXRY,12,0,4,0,2,1,0,1
1KEKSM34,12,2,3,0,3,0,0,1
1KEKSZES,12,3,2,0,0,1,0,1
1LMAO4SJ,12,2,3,0,1,1,1,0
1LULZRJX,12,0,4,0,2,3,0,0
1MEME63A,12,3,3,0,2,1,0,0
1REKT4GB,12,0,4,0,2,1,0,1
1SEXY2IQ,12,1,3,0,2,1,0,1
1SNOTCIF,12,0,3,0,2,2,0,1
1WEEDR5X,12,0,4,0,2,1,0,1
1WINEN29,12,1,3,0,2,1,0,1
4CG,12,1,3,0,2,1,0,1
ACIDFOEV,12,1,4,0,1,1,0,1
ACIDGATN,12,0,4,0,2,1,0,1
ACIDIOCM,12,1,3,0,1,2,0,1
ACIDIXL7,12,0,4,0,1,2,0,1
ACIDMYUV,12,1,4,0,1,1,0,1
ACIDO3OW,12,0,3,0,2,2,0,1
ACIDOLOC,12,1,3,0,1,2,0,1
ACIDOUKE,12,0,4,0,2,1,0,1
ACIDSKJR,12,1,3,0,2,1,0,1
ACIDUG21,12,1,3,0,1,2,0,1
ACIDWFIK,12,1,4,0,1,1,0,1
ACIDY13L,12,0,4,0,1,1,0,2
BEER3TTZ,12,0,4,0,1,2,0,1
BEER7JQR,12,2,3,0,0,2,0,2
BEER9BST,12,0,4,0,1,2,0,1
BEERCIZJ,12,0,4,0,1,2,0,1
BEERE4OS,12,1,3,0,1,1,0,2
BEEREMRE,12,4,3,0,0,3,0,0
BEERJV8R,12,1,3,0,1,1,0,2
BEEROJY5,12,2,3,0,1,1,0,1
BEERQBYX,12,0,4,0,1,2,0,1
BEERUS6,12,1,3,0,2,1,0,1
BEERV1N8,12,0,4,0,1,1,0,2
BILE1E9Y,12,0,5,0,2,2,0,0
BILE1Q7A,12,0,3,0,1,3,0,1
BILE3ZJW,12,0,5,0,1,1,0,1
BILE6E2V,12,0,3,0,2,1,0,2
BILE9O7M,12,1,2,0,1,1,0,1
BILED9DI,12,1,3,0,1,2,0,1
BILEDPLU,12,0,4,0,2,1,0,1
BILEF25R,12,1,4,0,0,3,0,1
BILEF5KG,12,0,4,0,1,1,0,2
BILEIEP7,12,1,4,0,1,0,0,3
BILELARR,12,1,3,0,1,1,0,2
BILENR6Q,12,2,4,0,0,1,0,2
BILEQWR4,12,0,4,0,1,1,0,2
BILEVE23,12,1,3,0,2,1,0,1
BILEZVLM,12,1,3,0,1,2,0,1
BLOW3AQV,12,1,4,0,1,1,0,1
BLOW3PRE,12,0,5,0,0,3,0,1
BLOW7AV6,12,1,4,0,0,1,0,3
BLOWAT2J,12,2,3,0,1,1,0,1
BLOWAWI6,12,1,4,0,0,2,0,2
BLOWB1E4,12,2,4,0,0,1,0,2
BLOWFWXI,12,0,4,0,1,2,0,1
BLOWG8MS,12,1,4,0,2,2,0,0
BLOWLP2A,12,0,4,0,1,1,0,2
BLOWLSMI,12,1,4,0,1,1,0,1
BLOWPS2P,12,1,3,0,2,1,0,1
BLOWQDG4,12,0,5,0,1,3,0,0
BLOWRW46,12,1,2,0,1,1,0,1
BLOWW5RP,12,2,3,0,1,1,0,1
BLOWWUTY,12,2,3,0,1,1,0,1
BLOWXAUQ,12,0,4,0,1,2,0,1
BLOWYT9E,12,1,4,0,0,2,0,2
BLOWZ7KM,12,1,3,0,2,0,0,3
BLOWZLUF,12,0,4,0,1,2,0,1
BOOB4STD,12,0,4,0,1,2,0,1
BOOB69D8,12,0,4,0,1,2,0,1
BOOB8AGC,12,1,3,0,1,1,0,2
BOOB98ZT,12,0,4,0,4,0,0,1
BOOBCY6X,12,0,4,0,1,1,0,2
BOOBHFJ2,12,2,2,0,1,2,0,1
BOOBHPXD,12,1,3,0,2,1,0,1
BOOBKFYO,12,0,4,0,1,2,0,1
BOOBKRKY,12,0,4,0,2,1,0,1
BOOBRNNM,12,0,3,0,2,2,0,1
BOOBUUW7,12,1,4,0,1,0,0,3
BOOBZQAT,12,1,4,0,3,0,0,1
BURP49WK,12,0,4,0,2,1,0,1
BURP6NJG,12,1,3,0,1,2,0,1
BURP8RL2,12,2,2,0,0,2,0,1
BURPDHUA,12,0,4,0,1,1,0,2
BURPIL65,12,0,4,0,1,1,0,2
BURPTCO6,12,1,4,0,0,2,0,2
BURPV7FK,12,2,3,0,1,1,0,1
BURPWTCQ,12,0,4,0,1,1,0,2
BUTT12JX,12,1,4,0,1,3,0,0
BUTT643E,12,3,2,0,3,1,0,0
BUTT7XSQ,12,3,2,0,1,1,0,1
BUTT9AK5,12,0,4,0,1,2,0,1
BUTTAGQA,12,0,4,0,2,1,0,1
BUTTC1YX,12,0,4,0,1,1,0,2
BUTTDUVL,12,0,4,0,1,2,0,1
BUTTFSWF,12,1,4,0,2,0,0,2
BUTTISH3,12,1,3,0,2,1,0,1
BUTTMFOL,12,0,4,0,1,2,0,1
BUTTMZ3P,12,3,2,0,1,1,0,1
BUTTUUDG,12,0,4,0,1,1,0,2
BUTTWLCS,12,1,3,0,2,1,0,1
BUTTZNMF,12,0,4,0,0,2,0,3
BUZZ1YRX,12,0,3,0,2,1,0,2
BUZZ2CS9,12,0,4,0,2,1,0,1
BUZZ33YU,12,0,2,0,3,2,0,1
BUZZ3V8F,12,1,3,0,0,4,0,1
BUZZ3YKP,12,0,4,0,1,1,0,2
BUZZ4GBO,12,2,3,0,1,1,0,1
BUZZ4QAT,12,0,4,0,2,1,0,1
BUZZALED,12,1,3,0,1,2,0,1
BUZZAUIR,12,3,3,0,0,1,0,2
BUZZBFTS,12,0,3,0,1,2,0,2
BUZZDH5A,12,2,3,0,1,1,0,1
BUZZIQ1X,12,0,4,0,1,2,0,1
BUZZP4VL,12,1,3,0,1,1,0,2
BUZZU14W,12,1,4,0,3,0,0,1
BUZZV12W,12,0,4,0,0,2,0,3
BUZZWTRD,12,0,4,0,1,2,0,1
CRUD3LL9,12,2,3,0,1,1,0,1
CRUD5SZ4,12,1,3,0,1,2,0,1
CRUD6E8R,12,0,5,0,0,2,0,2
CRUDBDHI,12,0,4,0,1,2,0,1
CRUDDKCR,12,1,4,0,0,2,0,2
CRUDDORM,12,0,4,0,1,2,0,1
CRUDF1JS,12,1,4,0,3,1,0,0
CRUDFYQ1,12,1,4,0,2,2,0,0
CRUDG7XF,12,2,4,0,0,2,0,1
CRUDJ699,12,0,4,0,2,3,0,0
CRUDJDCU,12,2,3,0,1,1,0,1
CRUDKAW8,12,0,3,0,2,2,0,1
CRUDKNCO,12,1,4,0,0,1,0,3
CRUDN3V3,12,2,3,0,1,1,0,1
CRUDPGTS,12,0,4,0,2,1,0,1
CRUDTG12,12,0,4,0,1,2,0,1
CRUDTIRZ,12,0,4,0,1,1,0,2
CRUDUDT4,12,0,4,0,1,1,0,2
CRUDVU9C,12,0,4,0,3,0,0,2
DAMN14DT,12,2,4,0,4,0,0,0
DAMN5IHP,12,1,4,0,2,0,0,2
DAMN7RRO,12,1,4,0,1,1,0,1
DAMNB9QV,12,0,4,0,2,1,0,1
DAMNBQ41,12,1,4,0,1,0,0,3
DAMNI3M3,12,1,3,0,1,2,0,1
DAMNI7V1,12,1,3,0,2,3,0,0
DAMNNC5E,12,1,4,0,1,1,0,1
DAMNND9C,12,0,5,0,2,2,0,0
DAMNNK67,12,0,4,0,1,1,0,2
DAMNPHE4,12,1,3,0,1,1,0,2
DAMNQAEC,12,2,4,0,0,2,0,1
DAMNQMWM,12,0,4,0,1,1,0,2
DAMNQYUL,12,1,4,0,1,3,0,0
DAMNQZBB,12,0,4,0,4,1,0,0
DAMNUYMT,12,3,2,0,1,1,0,1
DAMNVW49,12,0,4,0,1,2,0,1
DAMNVYYB,12,3,2,0,0,1,0,1
DAMNWFYL,12,0,4,0,1,1,0,2
DAMNWR26,12,2,4,0,1,2,0,0
DAMNWWCG,12,0,3,0,1,2,0,2
DAMNXFD1,12,0,4,0,1,2,0,1
DERP2HYE,12,0,4,0,3,2,0,0
DERP66KY,12,1,3,0,1,2,1,0
DERP7ZH8,12,0,4,0,2,1,0,1
DERP8HYR,12,1,4,0,0,3,0,1
DERP8O16,12,0,4,0,1,1,0,2
DERPCY2,12,3,2,0,2,2,0,0
DERPD2NR,12,1,3,0,0,2,0,3
DERPES1T,12,1,4,0,3,1,0,0
DERPG9LS,12,1,2,0,2,2,0,1
DERPJF3N,12,1,4,0,2,0,0,2
DERPJS5V,12,3,3,0,1,0,0,2
DERPKO37,12,1,3,0,2,1,0,1
DERPKURL,12,0,4,0,1,2,0,1
DERPM2RR,12,0,4,0,1,2,0,1
DERPMOI9,12,2,3,0,1,1,0,1
DERPRG1N,12,2,3,0,2,0,0,2
DERPSYTY,12,0,4,0,2,1,0,1
DERPT1G3,12,2,3,0,1,1,0,1
DERPTRPV,12,0,2,0,1,2,0,3
DERPURT4,12,3,3,0,2,1,0,0
DERPVE1Q,12,0,4,0,0,1,0,4
DERPXWW8,12,1,4,0,0,2,0,2
DERPY2RT,12,0,4,0,2,1,0,1
DOPE2SSK,12,1,3,0,2,1,0,1
DOPE3JE8,12,2,4,0,2,0,0,1
DOPE4AVR,12,0,5,0,2,2,0,0
DOPE8QE6,12,3,2,0,1,1,0,1
DOPED1PV,12,1,3,0,1,2,0,1
DOPED4JP,12,0,4,0,1,1,0,2
DOPEJJKB,12,0,4,0,2,1,0,1
DOPEJV4O,12,2,3,0,1,1,0,1
DOPEK4E4,12,0,4,0,2,3,0,0
DOPEL27L,12,0,4,0,1,2,0,1
DOPEL6AD,12,2,3,0,1,3,0,0
DOPESB6A,12,0,4,0,2,1,0,1
DOPESM88,12,0,4,0,3,0,0,2
DOPEUGS,12,0,4,0,1,1,0,2
DOPEV4QJ,12,1,4,0,2,0,0,2
DOPEXMD2,12,1,4,0,2,0,0,2
DOPEZLLN,12,0,4,0,1,2,0,1
DRUG11YW,12,0,4,0,2,1,0,1
DRUGI32F,12,1,4,0,1,1,0,1
DRUGIWYT,12,1,4,0,0,3,0,1
DRUGJK6U,12,0,5,0,1,3,0,0
DRUGJYJO,12,2,3,0,1,1,0,1
DRUGK3OY,12,0,4,0,1,1,0,2
DRUGMF6H,12,0,4,0,2,1,0,1
DRUGN4GU,12,1,4,0,1,1,0,1
DRUGQ93U,12,0,5,0,0,2,0,2
DRUGQHBN,12,2,3,0,1,0,0,1
DRUGQYIX,12,0,4,0,1,1,0,2
DRUGRYM4,12,1,4,0,3,1,0,0
DRUGU6NT,12,1,2,0,2,1,0,2
DRUGVVRK,12,0,4,0,1,2,0,1
DRUGXP2C,12,1,4,0,3,1,0,0
EPIC1794,12,2,4,0,0,1,0,2
EPIC1JJV,12,0,4,0,1,2,0,1
EPIC1KSP,12,1,4,0,3,0,0,1
EPIC3R4H,12,1,3,0,1,1,0,2
EPIC62O,12,0,3,0,1,2,0,2
EPIC8VWR,12,1,2,0,1,1,0,1
EPICAD7A,12,2,3,0,1,1,0,1
EPICAR97,12,1,3,0,1,2,0,1
EPICBG43,12,0,4,0,1,1,0,2
EPICFY8W,12,0,4,0,1,1,0,2
EPICNUA3,12,0,4,0,2,1,0,1
EPICP5D9,12,3,2,0,1,1,1,0
EPICRBJI,12,3,2,0,1,1,0,1
EPICVQB1,12,0,3,0,3,1,0,1
EPICXC3I,12,1,4,0,0,1,0,3
EWWW1DMQ,12,0,4,0,1,1,0,2
EWWW42SI,12,1,4,0,1,1,0,1
EWWW6Q31,12,1,4,0,0,1,0,3
EWWW7H4K,12,1,4,0,3,1,0,0
EWWW96VX,12,0,5,0,0,3,0,1
EWWWFAP3,12,1,3,0,0,2,1,1
EWWWFDV4,12,3,3,0,1,2,0,0
EWWWFS7Z,12,0,4,0,1,1,0,2
EWWWMLJU,12,0,4,0,2,0,0,3
EWWWNGYM,12,2,3,0,2,0,0,2
EWWWOUDC,12,1,4,0,0,2,0,2
EWWWRCEE,12,1,3,0,0,1,0,2
EWWWSAHR,12,1,4,0,3,1,0,0
EWWWT3UR,12,0,4,0,1,2,0,1
EWWWU1LK,12,0,4,0,2,1,0,1
EWWWVHDN,12,0,4,0,1,2,0,1
EWWWWJF6,12,0,4,0,1,2,0,1
EWWWYRIS,12,3,2,0,2,0,0,2
FAIL134P,12,2,4,0,2,0,0,1
FAIL19WK,12,0,4,0,2,1,0,1
FAIL19Z4,12,1,4,0,1,1,0,1
FAIL1OSU,12,0,4,0,2,1,0,1
FAIL9NRE,12,3,3,0,1,2,0,0
FAILEES9,12,0,3,0,2,2,0,1
FAILHCE2,12,1,3,0,1,2,0,1
FAILHVBY,12,1,3,0,2,1,0,1
FAILI2BH,12,0,4,0,3,2,0,0
FAILNEHH,12,0,4,0,1,1,0,2
FAILRITJ,12,0,4,0,1,2,0,1
FAILTET8,12,1,3,0,1,1,0,2
FAILTJY5,12,2,3,0,2,0,0,2
FAILUMYR,12,0,4,0,1,1,0,2
FAILZ3OC,12,1,3,0,2,1,0,1
FART48QV,12,0,5,0,1,3,0,0
FART9PAJ,12,2,3,0,1,1,0,1
FART9V42,12,0,5,0,1,0,0,3
FARTAVKI,12,0,4,0,1,2,0,1
FARTEOG3,12,1,3,0,0,2,1,1
FARTIBG,12,0,5,0,0,1,0,3
FARTJ23C,12,0,4,0,1,1,0,2
FARTQ2N1,12,0,4,0,3,2,0,0
FARTV7UX,12,1,2,0,3,1,0,1
FARTWDAQ,12,0,4,0,1,2,0,1
FARTX6X4,12,0,5,0,2,0,0,2
GRIMEN5B,12,1,3,0,1,1,0,2
GUNK5GXJ,12,1,4,0,2,0,0,2
GUNKB8C7,12,1,4,0,1,1,0,1
GUNKBHSF,12,1,3,0,2,1,0,1
GUNKDF11,12,0,3,0,1,2,0,2
GUNKHII9,12,0,4,0,2,1,0,1
GUNKL2KC,12,0,5,0,0,3,0,1
GUNKMBPZ,12,1,3,0,1,1,0,2
GUNKPMC7,12,0,4,0,0,4,0,1
GUNKQ3YS,12,1,4,0,2,2,0,0
GUNKS8HA,12,0,3,0,2,2,0,1
GUNKT7MV,12,1,3,0,0,2,1,1
GUNKVSXT,12,1,4,0,3,1,0,0
GUNKWHOT,12,0,4,0,1,2,0,1
GUNKZANV,12,0,3,0,2,1,0,2
HAHA4WKR,12,3,2,0,1,1,0,1
HAHA5HLW,12,2,3,0,1,1,0,1
HAHA77NX,12,1,3,0,2,1,0,1
HAHA7H11,12,0,3,0,0,5,0,1
HAHAACSF,12,0,4,0,1,2,0,1
HAHAB97E,12,0,4,0,1,1,0,2
HAHAC5E4,12,0,4,0,1,1,0,2
HAHACMWA,12,0,4,0,1,1,0,2
HAHADMO8,12,0,4,0,2,0,0,3
HAHAFW7E,12,0,4,0,1,2,0,1
HAHAGZKD,12,1,4,0,2,2,0,0
HAHAJWTY,12,2,3,0,1,1,0,1
HAHALP44,12,1,3,0,1,1,0,2
HAHAPQQ3,12,1,3,0,2,1,0,1
HAHAQ6XS,12,0,4,0,1,2,0,1
HAHAR172,12,0,4,0,2,0,0,3
HAHAR8SD,12,0,4,0,2,1,0,1
HAHAYCLP,12,3,2,0,1,1,0,1
HELL1IE4,12,1,3,0,1,2,0,1
HELL7GNI,12,3,3,0,2,0,0,1
HELL7HEQ,12,1,4,0,1,0,0,3
HELL9R15,12,2,3,0,1,1,0,1
HELLAT3I,12,0,4,0,1,2,0,1
HELLELJH,12,1,3,0,1,2,0,1
HELLEMZM,12,2,3,0,1,1,0,1
HELLMNW8,12,1,4,0,2,2,0,0
HELLP9CW,12,1,3,0,0,2,1,1
HELLVRHC,12,2,3,0,1,1,0,1
HELLZK2J,12,1,4,0,1,1,0,1
HELLZKOY,12,0,4,0,1,1,0,2
HIGH4POK,12,0,4,0,0,3,0,2
HIGH648T,12,1,4,0,2,2,0,0
HIGH72VH,12,2,3,0,0,1,0,3
HIGH7SLI,12,0,4,0,1,2,0,1
HIGHBBND,12,0,4,0,2,1,0,1
HIGHDM1P,12,0,4,0,1,1,0,2
HIGHDOSB,12,1,3,0,0,3,0,2
HIGHG7FI,12,0,4,0,1,1,0,2
HIGHGFMB,12,0,2,0,2,2,0,2
HIGHH3UY,12,1,3,0,2,1,0,1
HIGHI49K,12,1,3,0,1,1,0,2
HIGHJ3MB,12,0,5,0,3,1,0,0
HIGHS6C4,12,1,4,0,1,0,0,3
HIGHUM9F,12,0,4,0,1,1,0,2
HIGHVXHC,12,0,4,0,2,1,0,1
JOKE14GM,12,0,4,0,2,1,0,1
JOKE4WS1,12,0,4,0,1,2,0,1
JOKE7I51,12,0,4,0,2,1,0,1
JOKE7QVK,12,1,3,0,2,1,0,1
JOKEBGGE,12,0,4,0,1,1,0,2
JOKEF96F,12,1,3,0,1,1,0,2
JOKEFTRD,12,0,3,0,3,1,0,1
JOKEKXLT,12,0,4,0,1,1,0,2
JOKENP49,12,1,3,0,1,2,0,1
JOKEO8DM,12,1,4,0,1,0,0,3
JOKEPFPH,12,1,4,0,1,0,0,3
JOKEQD4N,12,1,3,0,1,2,0,1
JOKEQRLA,12,0,4,0,1,2,0,1
JOKES1HT,12,1,4,0,3,1,0,0
JOKEYESS,12,1,3,0,1,1,0,2
KEKS2KNX,12,1,3,0,1,1,0,2
KEKS3UVH,12,0,3,0,1,1,0,3
KEKS5TX4,12,3,2,0,1,1,0,1
KEKS6SGM,12,1,4,0,3,1,0,0
